,,,,,,,,,,,,,,,,,,,,,,,,,
,,Device history data,,,,,,,,,,,,,,,,,,,,,,,
,Device,TMM 12026-3 I   HBC-SERIES,,,,,,,,,,,,,,,,,,,,,,,
,Type,HBC-Series,,,,,,,,,,,,,,,,,,,,,,,
,Firmware,5.75,,,,,,,,,,,,,,,,,,,,,,,
,Serial number,52FF6D066571525319151687,,,,,,,,,,,,,,,,,,,,,,,
,Created,"27/02/2024, 12:22",,MGM ProTool v3.5.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Time,Input voltage,Input current,Motor revolutions WRONG ,Motor revolutions,Controller temperature,Peak current,Battery internal voltage,Main bus voltage,Input request,Incoming power,Cruising speed (car),Motor temperature,Battery temperature,Output power,Automatic regulation,I*T fuse,Low voltage,High current,ESC overheated,Motor overheated,Battery overheated,HW current fuse,HW overvoltage/undervoltage,Pulse current
,,[V],[A],[x100rpm],[x100rpm],[°C],[A],[V],[V],[%],[W],[km/h],[°C],[°C],[%],,,,,,,,,,[A]
,1m 29s,15.704,14.3,53.4,74.76,47,73,16.122,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,39.8
,1m 29s 100ms,15.652,14.5,53.4,74.76,47,75,15.93,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,40.3
,1m 29s 200ms,15.634,14.3,53.3,74.62,48,76,15.913,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,39.8
,1m 29s 300ms,15.617,13.9,53.3,74.62,48,66,16.017,10.318,36.275,210,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,38.6
,1m 29s 400ms,15.634,14.9,53.4,74.76,44,78,16.017,10.318,36.275,230,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,41.4
,1m 29s 500ms,15.617,14.5,53.4,74.76,43,77,15.982,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,40.3
,1m 29s 600ms,15.582,15.1,53.4,74.76,49,75,15.982,10.318,36.275,230,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,42
,1m 29s 700ms,15.634,15.2,53.4,74.76,48,76,15.948,10.318,36.275,230,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,42.3
,1m 29s 800ms,15.53,13.9,53.3,74.62,48,78,16,10.318,36.275,210,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,38.6
,1m 29s 900ms,15.512,13.9,53.3,74.62,48,77,15.965,10.318,36.275,210,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,38.6
,1m 30s,15.599,13.6,53.3,74.62,50,81,15.913,10.318,36.275,210,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,37.8
,1m 30s 100ms,15.582,14.1,53.4,74.76,49,73,16.069,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,39.2
,1m 30s 200ms,15.582,14.1,53.4,74.76,48,71,15.878,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,39.2
,1m 30s 300ms,15.53,13.9,53.4,74.76,48,69,16.052,10.318,36.275,210,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,38.6
,1m 30s 400ms,15.599,13.7,53.3,74.62,49,77,16.052,10.318,36.275,210,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,38.1
,1m 30s 500ms,15.547,14.3,53.4,74.76,48,79,16.104,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,39.8
,1m 30s 600ms,15.582,14.1,53.4,74.76,48,70,16,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,39.2
,1m 30s 700ms,15.565,15,53.4,74.76,48,72,15.93,10.318,36.275,230,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,41.7
,1m 30s 800ms,15.669,14.5,53.1,74.34,49,73,15.948,10.318,36.275,220,49.9,17,0,36.275,0,0,0,0,0,0,0,0,0,40.3
,1m 30s 900ms,15.686,14.8,53.4,74.76,48,78,15.965,10.318,36.275,230,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,41.2
,1m 31s,15.686,14.6,53.3,74.62,48,69,16,10.318,36.275,230,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,40.6
,1m 31s 100ms,15.669,14.6,53.1,74.34,48,77,15.965,10.318,36.275,230,49.9,17,0,36.275,0,0,0,0,0,0,0,0,0,40.6
,1m 31s 200ms,15.617,13.7,53.4,74.76,49,78,15.913,10.318,36.275,210,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,38.1
,1m 31s 300ms,15.617,14.5,53.4,74.76,48,75,16.069,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,40.3
,1m 31s 400ms,15.617,14.6,53.4,74.76,49,76,15.982,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,40.6
,1m 31s 500ms,15.617,13.7,53.4,74.76,49,73,15.948,10.318,36.275,210,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,38.1
,1m 31s 600ms,15.582,14.1,53.4,74.76,48,72,16,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,39.2
,1m 31s 700ms,15.617,14.5,53.4,74.76,48,73,16.035,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,40.3
,1m 31s 800ms,15.617,14.5,53.5,74.9,48,74,16.035,10.318,36.275,220,50.2,17,0,36.275,0,0,0,0,0,0,0,0,0,40.3
,1m 31s 900ms,15.53,15,53.4,74.76,49,73,15.948,10.318,36.275,230,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,41.7
,1m 32s,15.704,14.4,53.4,74.76,50,78,15.948,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,40
,1m 32s 100ms,15.652,15,53.1,74.34,49,78,15.861,10.318,36.275,230,49.9,17,0,36.275,0,0,0,0,0,0,0,0,0,41.7
,1m 32s 200ms,15.669,13.7,53.6,75.04,49,74,15.982,10.318,36.275,210,50.3,17,0,36.275,0,0,0,0,0,0,0,0,0,38.1
,1m 32s 300ms,15.565,14.1,53.4,74.76,49,78,16.035,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,39.2
,1m 32s 400ms,15.565,12.9,52.3,73.22,48,69,16,10.318,34.314,200,49.1,17,0,34.314,0,0,0,0,0,0,0,0,0,37.9
,1m 32s 500ms,15.739,13,51.4,71.96,47,67,17.897,10.318,34.314,200,48.3,17,0,34.314,0,0,0,0,0,0,0,0,0,38.2
,1m 32s 600ms,15.582,12.2,50.4,70.56,48,68,16.017,10.318,33.333,190,47.3,17,0,33.333,0,0,0,0,0,0,0,0,0,36.9
,1m 32s 700ms,15.617,11.5,49.4,69.16,48,65,16.156,10.318,32.353,180,46.4,17,0,32.353,0,0,0,0,0,0,0,0,0,35.8
,1m 32s 800ms,15.652,12.1,48.9,68.46,47,61,16.052,10.364,32.353,190,45.9,17,0,32.353,0,0,0,0,0,0,0,0,0,37.7
,1m 32s 900ms,15.721,11.7,48.4,67.76,47,63,16,10.318,32.353,180,45.4,17,0,32.353,0,0,0,0,0,0,0,0,0,36.5
,1m 33s,15.686,11.5,48.1,67.34,48,59,16.818,10.318,31.373,180,45.2,17,0,31.373,0,0,0,0,0,0,0,0,0,37
,1m 33s 100ms,15.617,11.3,48,67.2,48,58,16.035,10.364,31.373,170,45.1,17,0,31.373,0,0,0,0,0,0,0,0,0,36.3
,1m 33s 200ms,15.704,11.3,47.9,67.06,48,63,16.087,10.318,31.373,170,45,17,0,31.373,0,0,0,0,0,0,0,0,0,36.3
,1m 33s 300ms,15.808,11.7,47.6,66.64,47,60,15.948,10.318,31.373,180,44.7,17,0,31.373,0,0,0,0,0,0,0,0,0,37.6
,1m 33s 400ms,15.826,11,47.5,66.5,46,61,16.087,10.364,31.373,170,44.6,17,0,31.373,0,0,0,0,0,0,0,0,0,35.4
,1m 33s 500ms,15.669,10.8,47.2,66.08,46,66,16.104,10.318,31.373,170,44.3,17,0,31.373,0,0,0,0,0,0,0,0,0,34.7
,1m 33s 600ms,15.669,10.4,47.1,65.94,46,60,16.069,10.318,31.373,160,44.2,17,0,31.373,0,0,0,0,0,0,0,0,0,33.4
,1m 33s 700ms,15.686,11.2,46.9,65.66,48,55,16.104,10.318,31.373,170,44,17,0,31.373,0,0,0,0,0,0,0,0,0,36
,1m 33s 800ms,15.826,10.1,47.4,66.36,48,55,16.087,10.318,31.373,160,44.5,17,0,31.373,0,0,0,0,0,0,0,0,0,32.5
,1m 33s 900ms,15.652,10.6,47.1,65.94,48,54,16.017,10.318,31.373,160,44.2,17,0,31.373,0,0,0,0,0,0,0,0,0,34.1
,1m 34s,15.652,10.3,47.4,66.36,49,53,15.982,10.318,31.373,160,44.5,17,0,31.373,0,0,0,0,0,0,0,0,0,33.1
,1m 34s 100ms,15.721,11.2,46.9,65.66,49,49,15.93,10.318,31.373,170,44,17,0,31.373,0,0,0,0,0,0,0,0,0,36
,1m 34s 200ms,15.756,10.4,46.9,65.66,49,56,15.982,10.318,31.373,160,44,17,0,31.373,0,0,0,0,0,0,0,0,0,33.4
,1m 34s 300ms,15.843,9.7,46.7,65.38,49,57,15.965,10.318,30.392,150,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,32.2
,1m 34s 400ms,16.209,9.7,46.7,65.38,48,58,15.965,10.318,30.392,150,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,32.2
,1m 34s 500ms,15.704,10.6,46.6,65.24,48,61,16.104,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,35.2
,1m 34s 600ms,15.721,10.1,46.7,65.38,48,60,15.93,10.364,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,33.5
,1m 34s 700ms,15.669,10.3,46.6,65.24,48,61,16.035,10.364,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,34.2
,1m 34s 800ms,15.756,10.4,46.7,65.38,48,59,15.965,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,34.5
,1m 34s 900ms,15.773,10.8,46.7,65.38,49,56,15.913,10.318,30.392,170,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,35.8
,1m 35s,15.704,10.1,46.7,65.38,48,61,16.017,10.318,30.392,150,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,33.5
,1m 35s 100ms,15.791,10.6,46.5,65.1,49,60,16.052,10.318,30.392,160,43.7,17,0,30.392,0,0,0,0,0,0,0,0,0,35.2
,1m 35s 200ms,15.773,10.6,46.7,65.38,49,58,16.087,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,35.2
,1m 35s 300ms,15.704,11,46.7,65.38,49,58,15.982,10.364,30.392,170,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,36.5
,1m 35s 400ms,15.773,10.3,46.5,65.1,49,58,16.069,10.318,30.392,160,43.7,17,0,30.392,0,0,0,0,0,0,0,0,0,34.2
,1m 35s 500ms,15.669,10.8,46.7,65.38,48,57,16.069,10.318,30.392,170,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,35.8
,1m 35s 600ms,15.669,10.6,46.6,65.24,48,59,16.052,10.364,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,35.2
,1m 35s 700ms,15.791,10.6,46.7,65.38,48,59,16.035,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,35.2
,1m 35s 800ms,15.669,10.3,46.5,65.1,49,65,16.052,10.318,30.392,160,43.7,17,0,30.392,0,0,0,0,0,0,0,0,0,34.2
,1m 35s 900ms,15.773,10.3,46.6,65.24,49,59,16.069,10.318,30.392,160,43.8,18,0,30.392,0,0,0,0,0,0,0,0,0,34.2
,1m 36s,15.704,10.8,46.5,65.1,49,60,16,10.318,30.392,170,43.7,18,0,30.392,0,0,0,0,0,0,0,0,0,35.8
,1m 36s 100ms,15.861,10.1,46.7,65.38,49,62,16.035,10.318,30.392,160,43.8,18,0,30.392,0,0,0,0,0,0,0,0,0,33.5
,1m 36s 200ms,15.773,10.7,46.7,65.38,50,60,15.982,10.318,30.392,170,43.8,18,0,30.392,0,0,0,0,0,0,0,0,0,35.5
,1m 36s 300ms,15.686,11.3,46.5,65.1,49,61,16.087,10.318,30.392,170,43.7,18,0,30.392,0,0,0,0,0,0,0,0,0,37.5
,1m 36s 400ms,15.826,9.9,46.6,65.24,48,61,16.035,10.318,30.392,150,43.8,18,0,30.392,0,0,0,0,0,0,0,0,0,32.8
,1m 36s 500ms,15.686,10.4,46.6,65.24,49,60,16.069,10.318,30.392,160,43.8,18,0,30.392,0,0,0,0,0,0,0,0,0,34.5
,1m 36s 600ms,15.739,10.6,46.6,65.24,49,55,16.139,10.318,30.392,160,43.8,18,0,30.392,0,0,0,0,0,0,0,0,0,35.2
,1m 36s 700ms,15.808,10.6,46.7,65.38,49,61,16.017,10.318,30.392,160,43.8,18,0,30.392,0,0,0,0,0,0,0,0,0,35.2
,1m 36s 800ms,15.721,10.3,46.7,65.38,49,60,16,10.318,30.392,160,43.8,18,0,30.392,0,0,0,0,0,0,0,0,0,34.2
,1m 36s 900ms,15.721,11,46.7,65.38,49,56,15.982,10.318,30.392,170,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,36.5
,1m 37s,15.773,10.2,46.5,65.1,50,60,16.505,10.318,30.392,160,43.7,17,0,30.392,0,0,0,0,0,0,0,0,0,33.8
,1m 37s 100ms,15.686,9.8,46.6,65.24,50,51,16,10.318,30.392,150,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,32.5
,1m 37s 200ms,15.721,10.3,46.7,65.38,49,59,16.052,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,34.2
,1m 37s 300ms,15.843,10.8,46.7,65.38,49,58,16.139,10.318,30.392,170,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,35.8
,1m 37s 400ms,15.773,10.4,46.7,65.38,49,59,16,10.364,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,34.5
,1m 37s 500ms,15.843,10.1,46.7,65.38,48,59,16.069,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,33.5
,1m 37s 600ms,15.721,10.4,46.7,65.38,47,61,16.017,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,34.5
,1m 37s 700ms,15.843,10.3,46.5,65.1,47,57,16.069,10.318,30.392,160,43.7,17,0,30.392,0,0,0,0,0,0,0,0,0,34.2
,1m 37s 800ms,15.826,10.6,46.7,65.38,48,60,16.069,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,35.2
,1m 37s 900ms,15.773,10.6,46.7,65.38,49,61,16.156,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,35.2
,1m 38s,15.808,10.8,46.5,65.1,49,58,16.122,10.318,30.392,170,43.7,17,0,30.392,0,0,0,0,0,0,0,0,0,35.8
,1m 38s 100ms,15.704,10.3,46.7,65.38,49,58,15.965,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,34.2
,1m 38s 200ms,16.104,10.3,46.7,65.38,49,61,16.017,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,34.2
,1m 38s 300ms,15.739,10.4,46.7,65.38,49,58,15.982,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,34.5
,1m 38s 400ms,15.773,11.2,46.5,65.1,50,60,16.139,10.318,30.392,170,43.7,17,0,30.392,0,0,0,0,0,0,0,0,0,37.2
,1m 38s 500ms,15.826,10.5,46.7,65.38,50,58,16.139,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,34.8
,1m 38s 600ms,15.808,11.2,46.6,65.24,50,59,15.965,10.318,30.392,170,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,37.2
,1m 38s 700ms,15.669,10.7,46.7,65.38,50,58,16.104,10.364,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,35.5
,1m 38s 800ms,15.843,10.1,46.7,65.38,49,57,16.087,10.318,30.392,160,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,33.5
,1m 38s 900ms,15.739,11,46.7,65.38,49,57,15.965,10.318,30.392,170,43.8,17,0,30.392,0,0,0,0,0,0,0,0,0,36.5
,1m 39s,15.808,9.7,45.8,64.12,49,60,16.104,10.364,29.412,150,43,17,0,29.412,0,0,0,0,0,0,0,0,0,33.3
,1m 39s 100ms,15.808,8.8,44.8,62.72,49,57,15.982,10.318,28.431,140,42.1,17,0,28.431,0,0,0,0,0,0,0,0,0,31.2
,1m 39s 200ms,15.826,7,42.9,60.06,49,51,16,10.318,27.451,110,40.3,17,0,27.451,0,0,0,0,0,0,0,0,0,25.7
,1m 39s 300ms,15.843,8.4,42.3,59.22,49,51,16,10.318,27.451,130,39.7,17,0,27.451,0,0,0,0,0,0,0,0,0,30.9
,1m 39s 400ms,15.913,7.9,41.9,58.66,50,50,15.948,10.318,27.451,120,39.3,17,0,27.451,0,0,0,0,0,0,0,0,0,29
,1m 39s 500ms,15.861,7.2,41.8,58.52,49,48,16.017,10.318,26.471,110,39.2,17,0,26.471,0,0,0,0,0,0,0,0,0,27.4
,1m 39s 600ms,15.895,6.6,40.7,56.98,50,49,16.017,10.318,26.471,100,38.2,17,0,26.471,0,0,0,0,0,0,0,0,0,25.1
,1m 39s 700ms,15.843,7.4,40,56,50,44,16.035,10.318,25.49,110,37.6,17,0,25.49,0,0,0,0,0,0,0,0,0,29.3
,1m 39s 800ms,15.913,7.2,39.5,55.3,50,45,16.017,10.318,25.49,110,37.1,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 39s 900ms,15.913,7.2,39.4,55.16,51,43,16.052,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 40s,15.843,7.2,39.4,55.16,50,28,16.052,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 40s 100ms,15.878,7.8,39.4,55.16,50,38,16.069,10.318,25.49,120,37,17,0,25.49,0,0,0,0,0,0,0,0,0,30.9
,1m 40s 200ms,15.861,6.8,39.6,55.44,49,44,16.017,10.318,25.49,100,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,26.9
,1m 40s 300ms,15.895,7.2,39.4,55.16,50,48,16.122,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 40s 400ms,15.93,7,39.4,55.16,50,42,16.017,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,27.7
,1m 40s 500ms,15.861,7.2,39.6,55.44,51,42,16.087,10.318,25.49,110,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 40s 600ms,15.895,6.8,39.6,55.44,51,45,16.069,10.318,25.49,100,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,26.9
,1m 40s 700ms,15.861,7.2,39.6,55.44,50,34,16,10.318,25.49,110,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 40s 800ms,15.948,7.2,39.4,55.16,51,34,16.052,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 40s 900ms,15.878,7.2,39.4,55.16,51,39,16.087,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 41s,15.808,7.2,39.4,55.16,50,45,16.087,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 41s 100ms,15.895,6.6,39.5,55.3,50,43,16.052,10.318,25.49,100,37.1,17,0,25.49,0,0,0,0,0,0,0,0,0,26.1
,1m 41s 200ms,15.913,7.6,39.4,55.16,50,44,16.122,10.318,25.49,120,37,17,0,25.49,0,0,0,0,0,0,0,0,0,30.1
,1m 41s 300ms,15.895,7.2,39.4,55.16,50,31,16.035,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 41s 400ms,15.93,7,39.4,55.16,49,31,16.087,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,27.7
,1m 41s 500ms,15.843,7.2,39.6,55.44,51,43,16,10.318,25.49,110,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 41s 600ms,15.861,7.2,39.4,55.16,51,40,16.104,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 41s 700ms,15.808,6.8,39.4,55.16,50,38,16.052,10.318,25.49,100,37,17,0,25.49,0,0,0,0,0,0,0,0,0,26.9
,1m 41s 800ms,15.826,7.3,39.6,55.44,49,44,16.017,10.318,25.49,110,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,28.9
,1m 41s 900ms,15.826,6.8,39.6,55.44,49,43,16.052,10.318,25.49,100,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,26.9
,1m 42s,15.913,7,39.6,55.44,50,50,16.087,10.318,25.49,110,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,27.7
,1m 42s 100ms,15.895,7.2,39.6,55.44,49,40,16,10.318,25.49,110,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 42s 200ms,15.808,7.6,39.5,55.3,50,44,16.122,10.318,25.49,120,37.1,17,0,25.49,0,0,0,0,0,0,0,0,0,30.1
,1m 42s 300ms,15.861,7,39.6,55.44,50,43,16.087,10.318,25.49,110,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,27.7
,1m 42s 400ms,15.843,7.2,39.5,55.3,51,37,16.069,10.318,25.49,110,37.1,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 42s 500ms,15.965,6.6,39.4,55.16,50,38,16,10.318,25.49,100,37,17,0,25.49,0,0,0,0,0,0,0,0,0,26.1
,1m 42s 600ms,15.913,7.2,39.5,55.3,51,49,16.035,10.318,25.49,110,37.1,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 42s 700ms,15.948,7.2,39.5,55.3,51,31,16.052,10.318,25.49,110,37.1,17,0,25.49,0,0,0,0,0,0,0,0,0,28.5
,1m 42s 800ms,15.895,7,39.4,55.16,50,41,16.087,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,27.7
,1m 42s 900ms,15.895,7.4,39.6,55.44,50,41,16.156,10.318,25.49,110,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,29.3
,1m 43s,15.895,7.4,39.6,55.44,50,41,16.069,10.318,25.49,110,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,29.3
,1m 43s 100ms,15.93,7,39.4,55.16,50,33,16.069,10.318,25.49,110,37,17,0,25.49,0,0,0,0,0,0,0,0,0,27.7
,1m 43s 200ms,15.861,7.8,39.6,55.44,50,40,16.069,10.318,25.49,120,37.2,17,0,25.49,0,0,0,0,0,0,0,0,0,30.9
,1m 43s 300ms,15.895,7,39.7,55.58,49,43,16.104,10.318,25.49,110,37.3,17,0,25.49,0,0,0,0,0,0,0,0,0,27.7
,1m 43s 400ms,15.982,6.4,39.6,55.44,49,46,16.104,10.318,24.51,100,37.2,17,0,24.51,0,0,0,0,0,0,0,0,0,26.3
,1m 43s 500ms,15.895,6.4,38.4,53.76,49,43,16.087,10.318,23.529,100,36,17,0,23.529,0,0,0,0,0,0,0,0,0,27.4
,1m 43s 600ms,16.069,6.6,37.3,52.22,50,36,16.052,10.318,23.529,100,35,17,0,23.529,0,0,0,0,0,0,0,0,0,28.3
,1m 43s 700ms,16,5.7,36.6,51.24,51,29,16.122,10.318,22.549,90,34.4,17,0,22.549,0,0,0,0,0,0,0,0,0,25.5
,1m 43s 800ms,15.895,5.7,36.3,50.82,51,22,16.069,10.318,22.549,90,34.1,17,0,22.549,0,0,0,0,0,0,0,0,0,25.5
,1m 43s 900ms,15.948,5.2,36.1,50.54,50,33,16.035,10.318,22.549,80,33.9,17,0,22.549,0,0,0,0,0,0,0,0,0,23.2
,1m 44s,15.913,4.9,35.4,49.56,49,20,16.052,10.318,21.569,70,33.2,17,0,21.569,0,0,0,0,0,0,0,0,0,22.9
,1m 44s 100ms,15.93,4.9,34.5,48.3,50,29,16.052,10.318,21.569,70,32.4,17,0,21.569,0,0,0,0,0,0,0,0,0,22.9
,1m 44s 200ms,15.913,4.8,34,47.6,51,22,16.035,10.318,21.569,70,31.9,17,0,21.569,0,0,0,0,0,0,0,0,0,22.4
,1m 44s 300ms,15.878,5.2,33.8,47.32,51,18,16.035,10.318,20.588,80,31.7,17,0,20.588,0,0,0,0,0,0,0,0,0,25.5
,1m 44s 400ms,15.948,4.8,33.5,46.9,50,18,16.052,10.318,20.588,70,31.4,17,0,20.588,0,0,0,0,0,0,0,0,0,23.5
,1m 44s 500ms,15.982,4.6,33.4,46.76,50,18,16.069,10.318,20.588,70,31.3,17,0,20.588,0,0,0,0,0,0,0,0,0,22.5
,1m 44s 600ms,15.948,5,33,46.2,50,22,16.069,10.318,20.588,80,31,17,0,20.588,0,0,0,0,0,0,0,0,0,24.5
,1m 44s 700ms,15.982,4.6,32.7,45.78,51,23,15.948,10.318,20.588,70,30.7,17,0,20.588,0,0,0,0,0,0,0,0,0,22.5
,1m 44s 800ms,15.948,4.4,32.4,45.36,50,30,16.052,10.318,19.608,70,30.4,17,0,19.608,0,0,0,0,0,0,0,0,0,22.6
,1m 44s 900ms,15.965,4.8,32.4,45.36,51,16,16.122,10.318,19.608,70,30.4,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 45s,16.383,4.8,32.2,45.08,51,30,16.087,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 45s 100ms,16.017,4.6,32.2,45.08,51,20,16.087,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,23.6
,1m 45s 200ms,16.017,4.6,32.3,45.22,50,15,16.122,10.318,19.608,70,30.3,17,0,19.608,0,0,0,0,0,0,0,0,0,23.6
,1m 45s 300ms,15.739,4.8,32.2,45.08,50,29,16.052,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 45s 400ms,15.948,4.8,32.2,45.08,50,18,16.087,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 45s 500ms,15.982,4.6,32.2,45.08,50,28,16.087,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,23.6
,1m 45s 600ms,15.93,4.8,32.2,45.08,50,28,16.087,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 45s 700ms,15.895,4.4,32.2,45.08,50,19,16.087,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,22.6
,1m 45s 800ms,15.982,5,32.2,45.08,50,19,16.087,10.318,19.608,80,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,25.7
,1m 45s 900ms,15.948,4.8,32.2,45.08,50,16,16.069,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 46s,16.035,4.4,32.2,45.08,51,26,16.122,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,22.6
,1m 46s 100ms,15.982,4.4,32.2,45.08,51,27,16.069,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,22.6
,1m 46s 200ms,16.035,4.8,32.2,45.08,51,21,16.052,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
